type,countryName,countryCode,mcc,mnc,brand,operator,status,bands,notes
National,France,FR,208,29,,Cubic télécom France,Operational,MVNO,Former Société International Mobile Communication
National,France,FR,208,30,,Syma Mobile,Operational,MVNO,
National,France,FR,208,31,Vectone Mobile,Mundio Mobile,Operational,MVNO,Uses SFR or RED
National,France,FR,208,32,Orange,Orange S.A.,Unknown,Unknown,
National,France,FR,208,33,,Département des Pyrénées-Atlantiques,Unknown,WiMAX,fixed wireless
National,France,FR,208,34,,Cellhire France,Operational,MVNO,
National,France,FR,208,50,,EDF,Unknown,Unknown,
National,France,FR,208,70,,Weaccess group,Unknown,Unknown,
National,France,FR,208,86,,SEM@FOR77,Unknown,Unknown,Former Nomotech
National,France,FR,208,87,RATP,Régie autonome des transports parisiens,Unknown,Unknown,
National,France,FR,208,88,Bouygues,Bouygues Telecom,Operational,GSM 900 / GSM 1800,Zones Blanches
National,France,FR,208,89,,Fondation b-com,Not operational,Unknown,former Omer Telecom Ltd; MNC withdrawn
National,France,FR,208,90,,Images & Réseaux,Not operational,Unknown,MNC withdrawn
National,France,FR,208,91,,Orange S.A.,Unknown,Unknown,
National,France,FR,208,92,Com4Innov,Association Plate-forme Télécom,Not operational,TD-LTE 2300 / LTE 2600,Test network; MNC withdrawn
National,France,FR,208,93,,Thales Communications & Security SAS,Unknown,Unknown,Former TDF
National,France,FR,208,94,,Halys,Unknown,Unknown,
National,France,FR,208,95,,Orange S.A.,Unknown,Unknown,
National,France,FR,208,96,,Région Bourgogne-Franche-Comté,Operational,LTE,Former Axione; fixed wireless
National,France,FR,208,97,,Thales Communications & Security SAS,Unknown,Unknown,
National,France,FR,208,98,,Société Air France,Unknown,Unknown,
National,Georgia,GE,282,01,Geocell,Silknet,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 900 / LTE 1800 / LTE 2300,
National,Georgia,GE,282,02,Magti,MagtiCom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800,
National,Georgia,GE,282,03,MagtiFix,MagtiCom,Operational,CDMA 450,
National,Georgia,GE,282,04,Beeline,Mobitel,Operational,GSM 1800 / UMTS 2100 / LTE 800,
National,Georgia,GE,282,05,S1,Silknet,Operational,CDMA 800,former UTG
National,Georgia,GE,282,06,,JSC Compatel,Unknown,Unknown,
National,Georgia,GE,282,07,GlobalCell,GlobalCell,Operational,MVNO,
National,Georgia,GE,282,08,Silk LTE,Silknet,Operational,LTE 2300,
National,Georgia,GE,282,09,,Gmobile,Operational,Unknown,
National,Georgia,GE,282,10,,Premium Net International SRL,Unknown,Unknown,
National,Georgia,GE,282,11,,Mobilive,Unknown,Unknown,
National,Georgia,GE,282,12,,Datacomm Ltd,Unknown,Unknown,
National,Georgia,GE,282,13,,Asanet Ltd,Unknown,Unknown,
National,Georgia,GE,282,14,,DataHouse Global,Unknown,Unknown,
National,Germany,DE,262,01,Telekom,Telekom Deutschland GmbH,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 900 / LTE 1500 / LTE 1800 / LTE 2600 / 5G 3500,"Formerly D1 - DeTeMobil, D1-Telekom, T-D1, T-Mobile"
National,Germany,DE,262,02,Vodafone,Vodafone D2 GmbH,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 700 / LTE 800 / LTE 900 / LTE 1800 / LTE 2600 / 5G 3500,Former D2 Mannesmann
National,Germany,DE,262,03,O2,Telefónica Germany GmbH & Co. oHG,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2100 / LTE 2600,"Former E-Plus, until 2014"
National,Germany,DE,262,04,Vodafone,Vodafone D2 GmbH,Reserved,GSM 900 / GSM 1800 / UMTS 2100,
National,Germany,DE,262,05,O2,Telefónica Germany GmbH & Co. oHG,Reserved,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100,Former E-Plus
National,Germany,DE,262,06,Telekom,Telekom Deutschland GmbH,Reserved,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 900 / LTE 1800 / LTE 2600,
National,Germany,DE,262,07,O2,Telefónica Germany GmbH & Co. oHG,Not operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,Merged with E-Plus Mobilfunk in 2014 and uses MNC 262-03 since 2016
National,Germany,DE,262,08,O2,Telefónica Germany GmbH & Co. oHG,Reserved,GSM 900 / GSM 1800 / UMTS 2100,
National,Germany,DE,262,09,Vodafone,Vodafone D2 GmbH,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 2600,Internal testing IOT
National,Germany,DE,262,10,,DB Netz AG,Operational,GSM-R,"Former Arcor, Vodafone"
National,Germany,DE,262,11,O2,Telefónica Germany GmbH & Co. oHG,Reserved,GSM 900 / GSM 1800 / UMTS 2100,
National,Germany,DE,262,12,Simquadrat,sipgate GmbH,Operational,MVNO,National roaming with O2 (former E-Plus)
National,Germany,DE,262,13,,Mobilcom Multimedia,Not operational,UMTS 2100,"License returned in 2003, MNC withdrawn"
National,Germany,DE,262,14,,Group 3G UMTS,Not operational,UMTS 2100,"License revoked in 2007, MNC withdrawn"
National,Germany,DE,262,15,Airdata,,Operational,TD-SCDMA,data only
National,Germany,DE,262,16,,Telogic Germany GmbH,Not operational,MVNO,formerly Vistream; bankruptcy in 2012
National,Germany,DE,262,17,O2,Telefónica Germany GmbH & Co. oHG,Unknown,Unknown,Former E-Plus
National,Germany,DE,262,18,,NetCologne,Operational,MVNO,also CDMA 450
National,Germany,DE,262,19,,Inquam Deutschland,Unknown,CDMA 450,
National,Germany,DE,262,20,Voiceworks,Voiceworks GmbH,Operational,MVNE,Uses O2 (former E-Plus) (262-03)
National,Germany,DE,262,21,,Multiconnect GmbH,Unknown,Unknown,
National,Germany,DE,262,22,,sipgate Wireless GmbH,Unknown,MVNO,
National,Germany,DE,262,23,,Drillisch Online AG,Operational,MVNO,
National,Germany,DE,262,24,,TelcoVillage GmbH,Unknown,Unknown,
National,Germany,DE,262,33,simquadrat,sipgate GmbH,Not operational,MVNO,Uses O2 (former E-Plus) (262-03); MNC withdrawn
National,Germany,DE,262,41,,First Telecom GmbH,Not operational,Unknown,MNC withdrawn
National,Germany,DE,262,42,CCC Event,Chaos Computer Club,Temporary operational,GSM 1800,Used on events like Chaos Communication Congress
National,Germany,DE,262,43,Lycamobile,Lycamobile,Operational,MVNO,Uses Vodafone
National,Germany,DE,262,60,,DB Telematik,Operational,GSM-R 900,
National,Germany,DE,262,71,,GSMK,Unknown,Unknown,
National,Germany,DE,262,72,,Ericsson GmbH,Unknown,Unknown,
National,Germany,DE,262,73,,Nokia,Unknown,Unknown,Former Xantaro Deutschland GmbH
National,Germany,DE,262,74,,Qualcomm CDMA Technologies GmbH,Not operational,Unknown,MNC withdrawn
National,Germany,DE,262,75,,Core Network Dynamics GmbH,Operational,,Test network
National,Germany,DE,262,76,,Siemens AG,Not operational,GSM 900,Test network; MNC withdrawn
National,Germany,DE,262,77,O2,Telefónica Germany GmbH & Co. oHG,Unknown,GSM 900,Former E-Plus; test network
National,Germany,DE,262,78,Telekom,Telekom Deutschland GmbH,Unknown,Unknown,
National,Germany,DE,262,79,,ng4T GmbH,Not operational,Unknown,MNC withdrawn
National,Germany,DE,262,92,,Nash Technologies,Not operational,GSM 1800 / UMTS 2100,Test network; MNC withdrawn
National,Gibraltar (United Kingdom),GI,266,01,GibTel,Gibtelecom,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 2600,
National,Gibraltar (United Kingdom),GI,266,03,Gibfibrespeed,GibFibre Ltd,Unknown,Unknown,
National,Gibraltar (United Kingdom),GI,266,06,CTS Mobile,CTS Gibraltar,Not operational,UMTS 2100,licence withdrawn in February 2013
National,Gibraltar (United Kingdom),GI,266,09,Shine,Eazitelecom,Operational,GSM 1800 / UMTS 2100,
National,Greece,GR,202,01,Cosmote,COSMOTE - Mobile Telecommunications S.A.,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,
National,Greece,GR,202,02,Cosmote,COSMOTE - Mobile Telecommunications S.A.,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,
National,Greece,GR,202,03,,OTE,Unknown,Unknown,
National,Greece,GR,202,04,,OSE,Unknown,GSM-R,Former EDISY
National,Greece,GR,202,05,Vodafone,Vodafone Greece,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,former PanaFon
National,Greece,GR,202,06,,Cosmoline,Not operational,Unknown,MNC withdrawn
National,Greece,GR,202,07,,AMD Telecom,Unknown,Unknown,
National,Greece,GR,202,09,Wind,Wind Hellas Telecommunications S.A.,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,former Q-Telecom
National,Greece,GR,202,10,Wind,Wind Hellas Telecommunications S.A.,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,former Telestet & TIM
National,Greece,GR,202,11,,interConnect,Unknown,Unknown,
National,Greece,GR,202,12,,Yuboto,Operational,MVNO,
National,Greece,GR,202,13,,Compatel Limited,Unknown,Unknown,
National,Greece,GR,202,14,Cyta Hellas,CYTA,Operational,MVNO,MVNO on Vodafone's network
National,Greece,GR,202,15,,BWS,Unknown,Unknown,
National,Greece,GR,202,16,,Inter Telecom,Operational,MVNO,
National,Greenland (Kingdom of Denmark),GL,290,01,,TELE Greenland A/S,Operational,GSM 900 / UMTS 900 / LTE 800,
National,Greenland (Kingdom of Denmark),GL,290,02,Nuuk TV,inu:it a/s,Operational,TD-LTE 2500,
National,Guernsey (United Kingdom),GG,234,03,Airtel-Vodafone,Guernsey Airtel Ltd,Operational,GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800,
National,Guernsey (United Kingdom),GG,234,50,JT,JT Group Limited,Operational,GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,former Wave Telecom
National,Guernsey (United Kingdom),GG,234,55,Sure Mobile,Sure (Guernsey) Limited,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800,former Cable & Wireless
National,Hungary,HU,216,01,Telenor Hungary,Telenor Magyarország Zrt.,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,"Former Pannon, Pannon GSM; MNC has not the same numerical value as the area code"
National,Hungary,HU,216,02,,MVM Net Ltd.,Operational,LTE 450,For government use
National,Hungary,HU,216,03,DIGI,DIGI Telecommunication Ltd.,Operational,LTE 1800 / TD-LTE 3700,
National,Hungary,HU,216,04,,Invitech ICT Services Ltd.,Not operational,Unknown,MNC withdrawn
National,Hungary,HU,216,30,T-Mobile,Magyar Telekom Plc,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600 / 5G 3500,"Former WESTEL, Westel 900; MNC has the same numerical value as the area code"
National,Hungary,HU,216,70,Vodafone,Vodafone Magyarország Zrt.,Operational,GSM 900 / GSM 1800 / UMTS 2100 / UMTS 900 / LTE 800 / LTE 1800 / LTE 2600 / 5G 3500,MNC has the same numerical value as the area code
National,Hungary,HU,216,71,upc,Vodafone Magyarország Zrt.,Operational,MVNO,
National,Hungary,HU,216,99,MAV GSM-R,Magyar Államvasutak,Operational,GSM-R 900,
National,Iceland,IS,274,01,Síminn,Iceland Telecom,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 1800,Former Landssimi hf
National,Iceland,IS,274,02,Vodafone,Sýn,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800,Former Islandssimi ehf
National,Iceland,IS,274,03,Vodafone,Sýn,Operational,Unknown,Former Islandssimi ehf
National,Iceland,IS,274,04,Viking,IMC Island ehf,Operational,GSM 1800,
National,Iceland,IS,274,05,,Halló Frjáls fjarskipti hf.,Not operational,GSM 1800,MNC withdrawn
National,Iceland,IS,274,06,,Núll níu ehf,Not operational,Unknown,MNC withdrawn
National,Iceland,IS,274,07,IceCell,IceCell ehf,Not operational,GSM 1800,Network only partially built; MNC withdrawn
National,Iceland,IS,274,08,On-waves,Iceland Telecom,Operational,GSM 900 / GSM 1800,On ferries and cruise ships
National,Iceland,IS,274,11,Nova,Nova ehf,Operational,UMTS 2100 / LTE 1800,
National,Iceland,IS,274,12,Tal,IP fjarskipti,Operational,MVNO,
National,Iceland,IS,274,16,,Tismi BV,Unknown,Unknown,
National,Iceland,IS,274,22,,Landhelgisgæslan (Icelandic Coast Guard),Unknown,Unknown,
National,Iceland,IS,274,31,Síminn,Iceland Telecom,Unknown,Unknown,
National,Iceland,IS,274,91,,Neyðarlínan,Operational,Tetra,
National,Ireland,IE,272,01,Vodafone,Vodafone Ireland,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / 5G 3500,
National,Ireland,IE,272,02,3,Hutchison 3G Ireland limited,Operational,GSM 900 / GSM 1800 / UMTS 2100,Former Telefónica O2
National,Ireland,IE,272,03,Eir,Eir Group plc,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / 5G 3500,Former Meteor
National,Ireland,IE,272,04,,Access Telecom,Unknown,Unknown,
National,Ireland,IE,272,05,3,Hutchison 3G Ireland limited,Operational,UMTS 2100 / LTE 800 / LTE 1800,
National,Ireland,IE,272,07,Eir,Eir Group plc,Operational,GSM 900 / GSM 1800 / UMTS 2100,Former eMobile
National,Ireland,IE,272,08,Eir,Eir Group plc,Unknown,Unknown,
National,Ireland,IE,272,09,,Clever Communications Ltd.,Not operational,Unknown,MNC withdrawn
National,Ireland,IE,272,11,Tesco Mobile,Liffey Telecom,Operational,MVNO,Uses 3
National,Ireland,IE,272,13,Lycamobile,Lycamobile,Operational,MVNO,Uses 3
National,Ireland,IE,272,15,Virgin Mobile,UPC,Operational,MVNO,Former upc
National,Ireland,IE,272,16,Carphone Warehouse,Carphone Warehouse,Operational,MVNO,
National,Ireland,IE,272,17,3,Hutchison 3G Ireland limited,Unknown,Unknown,
National,Ireland,IE,272,18,,Cubic Telecom Limited,Operational,MVNO,
National,Ireland,IE,272,21,,Net Feasa Limited,Operational,MVNO,Internet of things
National,Isle of Man (United Kingdom),IM,234,18,Cloud 9 Mobile,Cloud 9 Mobile Communications PLC,Not operational,GSM 1800 / UMTS 2100,Retired
National,Isle of Man (United Kingdom),IM,234,36,Sure Mobile,Sure Isle of Man Ltd.,Operational,GSM 900 / GSM 1800 / LTE 800 / LTE 1800 / LTE 2100,Former Cable & Wireless
National,Isle of Man (United Kingdom),IM,234,58,Pronto GSM,Manx Telecom,Operational,GSM 900 / UMTS 2100 / LTE 800 / LTE 1800,
National,Isle of Man (United Kingdom),IM,234,73,,Bluewave Communications Ltd.,Operational,TD-LTE 3500,
National,Italy,IT,222,01,TIM,Telecom Italia S.p.A,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1500 / LTE 1800 / LTE 2600,
National,Italy,IT,222,02,Elsacom,,Not operational,Satellite (Globalstar),Retired
National,Italy,IT,222,04,Intermatica,,Unknown,Unknown,
National,Italy,IT,222,05,Telespazio,,Unknown,Unknown,
National,Italy,IT,222,06,Vodafone,Vodafone Italia S.p.A.,Operational,5G 3500,Used for 5G-NSA
National,Italy,IT,222,07,Kena Mobile,Noverca,Operational,MVNO,Uses TIM Network
National,Italy,IT,222,08,Fastweb,Fastweb S.p.A.,Operational,MVNO,Uses TIM Network
National,Italy,IT,222,10,Vodafone,Vodafone Italia S.p.A.,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800  / LTE 1500 / LTE 1800 / LTE 2100 / LTE 2600,
National,Italy,IT,222,30,RFI,Rete Ferroviaria Italiana,Operational,GSM-R 900,Railways communication
National,Italy,IT,222,33,Poste Mobile,Poste Mobile S.p.A.,Operational,MVNO,uses Wind Tre Network
National,Italy,IT,222,34,BT Italia,BT Italia,Operational,MVNO,uses TIM Network
National,Italy,IT,222,35,Lycamobile,Lycamobile,Operational,MVNO,uses Vodafone Network
National,Italy,IT,222,36,Digi Mobil,Digi Italy S.r.l.,Operational,MVNO,uses TIM Network
National,Italy,IT,222,37,3 Italia,Wind Tre,Unknown,Unknown,
National,Italy,IT,222,38,LINKEM,Linkem S.p.A.,Operational,TD-LTE 3500,spectrum shared with GO Internet
National,Italy,IT,222,39,SMS Italia,SMS Italia S.r.l.,Unknown,Unknown,
National,Italy,IT,222,43,TIM,Telecom Italia S.p.A.,Operational,5G 3500,Used for 5G-NSA
National,Italy,IT,222,47,Tiscali,Tiscali S.p.A.,Operational,TD-LTE 3500,acquired by Fastweb in 2018
National,Italy,IT,222,48,TIM,Telecom Italia S.p.A.,Unknown,Unknown,
National,Italy,IT,222,49,Vianova,Welcome Italia S.p.A.,Unknown,MVNO,
National,Italy,IT,222,50,Iliad,Iliad Italia,Operational,UMTS 900 / UMTS 2100 / LTE 1800 / LTE 2600,
National,Italy,IT,222,53,COOP Voce,COOP Voce,Not operational,MVNO,MNC planned to be used in 2020
National,Italy,IT,222,54,Plintron,,Operational,MVNO,"Operates only as MVNE for Rabona, NoiTel and NT Mobile on Vodafone network"
National,Italy,IT,222,56,Unknown,Mass Response GMBH,Not operational,MVNO,Planned to be launched in 2020. Commercial brand should be Spusu.
National,Italy,IT,222,77,IPSE 2000,,Not operational,UMTS 2100,Retired
National,Italy,IT,222,88,Wind,Wind Tre,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2100 / LTE 2600,
National,Italy,IT,222,98,BLU,BLU S.p.A.,Not operational,GSM 900,
National,Italy,IT,222,99,3 Italia,Wind Tre,Operational,UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2100 / LTE 2600,
National,Jersey (United Kingdom),JE,234,03,Airtel-Vodafone,Jersey Airtel Limited,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800,
National,Jersey (United Kingdom),JE,234,28,,Marathon Telecom Limited,Not operational,UMTS 2100,holds license but not network built
National,Jersey (United Kingdom),JE,234,50,JT,JT Group Limited,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,
National,Jersey (United Kingdom),JE,234,55,Sure Mobile,Sure (Jersey) Limited,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800,former Cable & Wireless
National,Kosovo,XK,221,01,Vala,Telecom of Kosovo J.S.C.,Operational,GSM 900 / GSM 1800 / UMTS 900 / LTE 1800,Previously the Monaco MCC/MNC 212-01 was used.
National,Kosovo,XK,221,02,IPKO,IPKO,Operational,GSM 900 / GSM 1800 / UMTS 900 / LTE 1800,Previously the Slovenian MCC/MNC 293-41 was used. Used by MVNO D3 Mobile.
National,Kosovo,XK,221,06,Z Mobile,Dardaphone.Net LLC,Operational,MVNO,Previously the Monaco MCC/MNC 212-01 was used.
National,Kosovo,XK,221,07,D3 Mobile,Dukagjini Telecommunications LLC,Operational,MVNO,
National,Latvia,LV,247,01,LMT,Latvian Mobile Telephone,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 1800 / LTE 2600,
National,Latvia,LV,247,02,Tele2,Tele2,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600 / 5G 3500,
National,Latvia,LV,247,03,TRIATEL,Telekom Baltija,Operational,CDMA 450,
National,Latvia,LV,247,04,,Beta Telecom,Not operational,Unknown,Former Lattelecom; MNC withdrawn
National,Latvia,LV,247,05,Bite,Bite Latvija,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,Bite's postpaid customers are still being assigned SIM cards with 246 02 MNC
National,Latvia,LV,247,06,,Rigatta,Not operational,Unknown,MNC withdrawn
National,Latvia,LV,247,07,,"SIA ""MEGATEL""",Operational,MVNO,Uses Bite network; former Master Telecom
National,Latvia,LV,247,08,IZZI,IZZI,Not operational,MVNO,MNC withdrawn
National,Latvia,LV,247,09,Xomobile,Camel Mobile,Operational,MVNO,Former Global Mobile Solutions
National,Liechtenstein,LI,295,01,Swisscom,Swisscom Schweiz AG,Operational,GSM 900 / GSM 1800 / LTE 1800,Also uses MCC 228 MNC 01 (Switzerland)
National,Liechtenstein,LI,295,02,7acht,Salt Liechtenstein AG,Operational,GSM 1800 / UMTS 2100 / LTE 1800,Former Orange
National,Liechtenstein,LI,295,05,FL1,Telecom Liechtenstein AG,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800,Former Mobilkom
National,Liechtenstein,LI,295,06,Cubic Telecom,Cubic Telecom AG,Operational,MVNO,
National,Liechtenstein,LI,295,07,,First Mobile AG,Not operational,MVNO,MNC withdrawn
National,Liechtenstein,LI,295,09,,EMnify GmbH,Unknown,MVNO,
National,Liechtenstein,LI,295,10,,Soracom LI Ltd.,Unknown,MVNO,
National,Liechtenstein,LI,295,11,,DIMOCO Messaging AG,Unknown,MVNO,
National,Liechtenstein,LI,295,77,Alpmobil,Alpcom AG,Not operational,GSM 900,"Bankruptcy in February 2012, former Tele2, MNC withdrawn"
National,Lithuania,LT,246,01,Telia,Telia Lietuva,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2100 / LTE 2600,Former Omnitel
National,Lithuania,LT,246,02,BITĖ,UAB Bitė Lietuva,Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,
National,Lithuania,LT,246,03,Tele2,"UAB Tele2 (Tele2 AB, Sweden)",Operational,GSM 900 / GSM 1800 / UMTS 900 / UMTS 2100 / LTE 800 / LTE 1800 / LTE 2600,(in Vodafone partnership)
National,Lithuania,LT,246,04,,LR vidaus reikalų ministerija (Ministry of the Interior),Unknown,Unknown,
National,Lithuania,LT,246,05,LitRail,Lietuvos geležinkeliai (Lithuanian Railways),Operational,GSM-R 900,
National,Lithuania,LT,246,06,Mediafon,UAB Mediafon,Operational,Unknown,
National,Lithuania,LT,246,07,,Compatel Ltd.,Unknown,Unknown,
National,Lithuania,LT,246,08,MEZON,Lietuvos radijo ir televizijos centras,Operational,WiMAX 3500 / TD-LTE 2300,
National,Lithuania,LT,246,09,,Interactive Digital Media GmbH,Unknown,Unknown,
National,Lithuania,LT,246,11,,DATASIM OU,Unknown,Unknown,
National,Lithuania,LT,246,12,,Nord connect OU,Unknown,Unknown,
National,Luxembourg,LU,270,01,POST,POST Luxembourg,Operational,GSM 900 / GSM 1800 / UMTS 2100 / LTE 1800,Former LuxGSM (P&T Luxembourg)
